diseases,Indicator_data,CASE_ID,First Tooltip,range_low,range_high
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Both sexes",3.51,2.51,4.23
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Male",3.6,1.8,4.86
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Mozambique,2016,Female",3.42,2.7,3.91
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Both sexes",116.1,104.1,127.6
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Male",124.9,107.9,140.8
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Female",107.8,96.76,118.3
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Both sexes",24.26,20.32,27.76
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Male",25.23,20.97,28.93
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Female",23.34,19.61,26.58
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Both sexes",9.31,7.15,11.06
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Male",10.17,7.42,12.41
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Female",8.49,6.81,9.87
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Both sexes",23.5,20.1,26.67
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Male",23.7,20.4,26.9
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Female",23.32,19.78,26.7
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Both sexes",33.9,28.48,39.71
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Male",34.58,29.04,40.62
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Female",33.24,27.88,39.06
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Both sexes",24.13,16.89,29.56
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Male",30.19,17.17,40.03
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Myanmar,2016,Female",18.34,14.64,21.08
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Both sexes",74.79,63.27,87.45
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Male",74.9,62.61,88.58
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Female",74.69,63.26,86.88
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Both sexes",33.07,26.3,39.82
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Male",34.63,27.35,41.99
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Female",31.59,25.02,37.76
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Both sexes",0.9,0.64,1.16
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Male",1.09,0.74,1.45
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Female",0.72,0.53,0.9
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Both sexes",18.31,15,21.97
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Male",17.17,14.15,20.46
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Female",19.38,15.74,23.49
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Both sexes",12.61,10.21,15.66
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Male",10.39,8.38,12.93
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Female",14.71,11.85,18.29
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Both sexes",9.4,6.4,12.15
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Male",11.21,5.9,15.9
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Namibia,2016,Female",7.69,5.73,9.43
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Both sexes",133.1,121.1,145.4
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Male",144.5,130.5,160
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Female",122.3,111.2,132.4
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Both sexes",23.25,19.23,26.34
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Male",22.61,18.72,25.84
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Female",23.84,19.73,26.86
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Both sexes",5.94,4.68,6.93
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Male",5.89,4.52,6.99
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Female",5.99,4.84,6.88
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Both sexes",49.38,43.2,55.79
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Male",62.22,54.27,70.66
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Female",37.28,32.54,42.34
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Both sexes",21.49,18.13,25.13
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Male",24.47,20.62,28.64
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Female",18.68,15.73,21.82
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Both sexes",30.87,24.88,35.99
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Male",27.36,18.41,34.49
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Nepal,2016,Female",34.18,28.22,39.21
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Both sexes",31.32,23.6,40.5
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Male",32.43,24.82,40.99
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Female",30.22,22.23,40.97
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Both sexes",3.14,1.08,5.97
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Male",2.94,1.01,5.6
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Female",3.33,1.14,6.33
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Both sexes",4.71,2.24,7.95
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Male",5.6,2.67,9.46
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Female",3.82,1.82,6.45
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Both sexes",11.6,7.63,15.92
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Male",12.5,8.82,16.36
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Female",10.7,6.25,15.82
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Both sexes",4.94,2.36,10.59
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Male",4.16,2.34,8
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Female",5.72,2.39,13.26
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Both sexes",6.93,2.67,12.36
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Netherlands,2016,Male",7.22,2.78,12.87
